"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"4214","find","clown",35,1,1,2.126,34,0.85,1,1,1,0.806,NA,NA,NA,NA,"SKIP",0,0.96,1.511
"5195","bleach","ruin",6,1,77,1.951,19,0.475,1,0,0,0.678,NA,NA,NA,NA,"ruin",1,3.343,4.595
"5195","nerve","bumper",11,1,21,3.479,1,0.025,0,1,0,0.581,NA,NA,NA,NA,"bumper",1,9.257,11.398
"5195","date","laugh",13,1,41,10.679,36,0.9,0,1,0,0.839,NA,NA,NA,NA,"laugh",1,3.383,7.238
"5195","pork","emperor",8,1,75,2.055,14,0.35,1,0,0,0.6,NA,NA,NA,NA,"feud",0,2.759,4.775
"5195","risk","zero",40,1,80,1.671,6,0.15,1,0,0,0.703,NA,NA,NA,NA,"zero",1,3.009,4.165
"5195","mill","feast",22,1,69,1.942,30,0.75,0,0,1,1.255,NA,NA,NA,NA,"rock",0,11.782,13.334
"5195","copy","bedroom",20,1,68,1.774,3,0.075,1,0,0,0.687,NA,NA,NA,NA,"bed",0,4.78,14.066
"5195","remind","foam",33,1,64,5.703,40,1,0,0,1,0.655,NA,NA,NA,NA,"foam",1,8.095,12.255
"5195","calf","annoy",14,1,82,6.975,26,0.65,1,1,1,3.607,NA,NA,NA,NA,"annoy",1,3.43,8.152
"5195","biology","temper",1,1,88,2.591,11,0.275,1,1,1,1.847,NA,NA,NA,NA,"temper",1,1.873,5.842
"5195","process","joker",29,1,68,5.366,9,0.225,0,0,1,0.991,NA,NA,NA,NA,"joker",1,4.473,6.354
"5195","find","clown",26,1,42,8.751,28,0.7,0,1,0,0.862,NA,NA,NA,NA,"clown",1,1.369,7.847
"5195","glue","force",5,1,68,6.176,15,0.375,0,0,1,0.583,NA,NA,NA,NA,"force",1,11.026,13.553
"5195","grip","beach",21,1,73,5.311,27,0.675,0,0,1,0.783,NA,NA,NA,NA,"beach",1,11.299,14.196
"5195","need","faucet",2,1,63,9.743,17,0.425,1,0,0,5.381,NA,NA,NA,NA,"glide",0,20.97,23.837
"5195","want","ascent",7,1,73,4.911,37,0.925,1,0,0,5.334,NA,NA,NA,NA,"feature",0,13.018,16.506
"5195","chicken","beet",32,1,83,2.118,34,0.85,1,1,1,1.087,NA,NA,NA,NA,"sugar",0,15.38,28.343
"5195","bias","sirloin",16,1,65,7.543,8,0.2,0,0,1,0.711,NA,NA,NA,NA,"sirloin",1,18.604,20.623
"5195","shrink","mafia",12,1,75,2.423,2,0.05,1,0,0,0.991,NA,NA,NA,NA,"mafia",1,1.212,5.463
"5195","visit","glove",3,1,74,5.111,20,0.5,1,1,1,0.927,NA,NA,NA,NA,"glowing",0,6.259,12.255
"5195","prison","loaf",17,1,73,13.087,16,0.4,0,0,1,0.871,NA,NA,NA,NA,"loaf",1,1.587,2.978
"5195","plant","worm",38,1,42,9.383,39,0.975,1,0,0,0.743,NA,NA,NA,NA,"worm",1,1.63,3.043
"5195","banner","glide",34,1,74,4.383,4,0.1,1,1,1,0.703,NA,NA,NA,NA,"slide",0,2.318,4.245
"5195","fee","chowder",24,1,37,7.607,38,0.95,0,1,0,0.607,NA,NA,NA,NA,"chowder",1,3.015,5.087
"5195","bullet","walkway",9,1,69,4.912,23,0.575,0,0,1,0.59,NA,NA,NA,NA,"walkway",1,2.012,20.092
"5195","rock","milk",25,1,83,9.054,13,0.325,1,1,1,5.215,NA,NA,NA,NA,"mill",0,1.564,3.403
"5195","smother","surgery",27,1,22,9.448,22,0.55,0,1,0,0.623,NA,NA,NA,NA,"table",0,19.774,21.942
"5195","climax","saucer",23,1,23,2.549,10,0.25,0,1,0,0.655,NA,NA,NA,NA,"saucer",1,3.823,5.685
"5195","link","crisis",30,1,74,6.231,18,0.45,0,0,1,0.766,NA,NA,NA,NA,"crisis",1,5.5,8.322
"5195","fan","feature",37,1,27,8.367,5,0.125,0,1,0,1.008,NA,NA,NA,NA,"collect",0,20.258,22.074
"5195","bacon","feud",35,1,89,2.696,24,0.6,1,1,1,0.623,NA,NA,NA,NA,"feud",1,4.375,8.833
"5195","port","cinema",15,1,29,2.983,25,0.625,0,1,0,0.743,NA,NA,NA,NA,"cinema",1,3.477,6.188
"5195","caring","skirt",10,1,79,3.143,29,0.725,1,1,1,0.686,NA,NA,NA,NA,"skirt",1,44.71,46.054
"5195","anger","decay",36,1,81,8.719,7,0.175,1,1,1,2.928,NA,NA,NA,NA,"bottle",0,3.004,24.691
"5195","forest","knob",4,1,79,1.67,12,0.3,1,0,0,0.503,NA,NA,NA,NA,"know",0,5.498,6.727
"5195","replace","roach",19,1,32,3.135,35,0.875,0,1,0,0.743,NA,NA,NA,NA,"roach",1,14.87,16.549
"5195","pea","bathtub",28,1,13,2.223,21,0.525,0,1,0,0.695,NA,NA,NA,NA,"bathtub",1,12.399,14.6
"5195","knock","otter",31,1,87,2.536,32,0.8,1,1,1,1.568,NA,NA,NA,NA,"otter",1,4.272,5.449
"5195","capital","figure",39,1,70,2.71,31,0.775,0,0,1,0.632,NA,NA,NA,NA,"figure",1,9.686,11.007
"5195","collect","loyalty",18,1,48,9.192,33,0.825,1,0,0,0.759,NA,NA,NA,NA,"shaker",0,4.987,14.972
"5550","risk","zero",40,1,90,8.463,30,0.75,0,0,1,7.231,NA,NA,NA,NA,"skip",0,8.007,9.586
"5550","date","laugh",4,1,80,11.735,23,0.575,1,1,1,1.599,NA,NA,NA,NA,"laugh",1,1.156,2.695
"5550","mill","feast",2,1,70,6.449,16,0.4,1,1,1,5.246,NA,NA,NA,NA,"feast",1,0.987,3.343
"5550","nerve","bumper",9,1,80,4.67,6,0.15,1,1,1,1.255,NA,NA,NA,NA,"skip",0,16.372,23.519
"5550","capital","figure",13,1,10,5.767,22,0.55,0,1,0,0.655,NA,NA,NA,NA,"skip",0,4.205,6.064
"5550","banner","glide",34,1,14,9.91,3,0.075,0,1,0,0.647,NA,NA,NA,NA,"glide",1,2.252,3.688
"5550","pea","bathtub",21,1,20,8.143,15,0.375,1,1,1,0.831,NA,NA,NA,NA,"skip",0,1.228,2.632
"5550","collect","loyalty",7,1,9,4.135,18,0.45,1,0,0,0.695,NA,NA,NA,NA,"skip",0,1.084,2.567
"5550","fee","chowder",29,1,85,4.758,32,0.8,0,0,1,1.104,NA,NA,NA,NA,"skip",0,1.428,3.312
"5550","find","clown",5,1,10,6.518,24,0.6,1,0,0,1.047,NA,NA,NA,NA,"skip",0,1.227,2.727
"5550","chicken","beet",22,1,90,5.782,35,0.875,0,0,1,0.727,NA,NA,NA,NA,"beet",1,1.436,2.856
"5550","bleach","ruin",10,1,84,6.919,31,0.775,0,0,1,1.047,NA,NA,NA,NA,"ruin",1,0.988,2.647
"5550","want","ascent",15,1,19,8.407,12,0.3,0,1,0,0.623,NA,NA,NA,NA,"skip",0,1.476,3.848
"5550","biology","temper",28,1,75,7.575,2,0.05,1,1,1,1.191,NA,NA,NA,NA,"temper",1,1.66,3.384
"5550","replace","roach",1,1,10,6.287,4,0.1,1,1,1,1.271,NA,NA,NA,NA,"skip",0,1.259,2.711
"5550","grip","beach",3,1,9,8.767,8,0.2,1,0,0,0.567,NA,NA,NA,NA,"skip",0,2.724,4.135
"5550","process","joker",25,1,10,4.223,11,0.275,1,0,0,1.047,NA,NA,NA,NA,"skip",0,0.972,2.52
"5550","glue","force",8,1,80,6.551,33,0.825,1,1,1,1.375,NA,NA,NA,NA,"force",1,0.996,2.592
"5550","port","cinema",39,1,10,5.599,34,0.85,1,0,0,0.96,NA,NA,NA,NA,"skip",0,1.164,2.719
"5550","bacon","feud",32,1,79,6.431,20,0.5,1,1,1,0.671,NA,NA,NA,NA,"feud",1,2.044,3.84
"5550","shrink","mafia",17,1,10,4.287,7,0.175,0,1,0,0.639,NA,NA,NA,NA,"mafia",1,2.523,4.543
"5550","copy","bedroom",24,1,9,4.248,37,0.925,1,0,0,0.702,NA,NA,NA,NA,"bedroom",1,2.988,6.256
"5550","forest","knob",18,1,85,6.151,28,0.7,0,0,1,1.239,NA,NA,NA,NA,"knob",1,1.515,3.055
"5550","caring","skirt",35,1,11,6.925,5,0.125,0,1,0,0.695,NA,NA,NA,NA,"skip",0,8.132,10.119
"5550","remind","foam",6,1,9,3.559,17,0.425,1,0,0,0.687,NA,NA,NA,NA,"skip",0,1.204,2.952
"5550","smother","surgery",20,1,30,5.159,29,0.725,0,1,0,1.862,NA,NA,NA,NA,"skip",0,8.053,11.792
"5550","climax","saucer",30,1,9,5.927,1,0.025,1,0,0,0.647,NA,NA,NA,NA,"skip",0,1.379,3.694
"5550","bullet","walkway",23,1,85,4.535,13,0.325,0,0,1,0.935,NA,NA,NA,NA,"walkway",1,1.253,4.024
"5550","knock","otter",19,1,10,5.143,36,0.9,1,0,0,0.831,NA,NA,NA,NA,"skip",0,1.363,2.935
"5550","need","faucet",26,1,9,5.111,39,0.975,1,0,0,0.823,NA,NA,NA,NA,"skip",0,3.883,5.519
"5550","plant","worm",12,1,90,4.774,14,0.35,0,0,1,1.287,NA,NA,NA,NA,"skip",0,7.147,8.919
"5550","pork","emperor",33,1,90,2.727,10,0.25,0,0,1,0.719,NA,NA,NA,NA,"emperor",1,1.123,3.455
"5550","fan","feature",14,1,80,7.839,25,0.625,0,0,1,5.927,NA,NA,NA,NA,"feature",1,1.211,2.983
"5550","calf","annoy",16,1,70,5.783,38,0.95,1,1,1,0.711,NA,NA,NA,NA,"annoy",1,1.164,2.952
"5550","link","crisis",36,1,10,3.518,19,0.475,0,1,0,0.656,NA,NA,NA,NA,"crisis",1,1.156,5.584
"5550","visit","glove",38,1,10,5.599,40,1,0,1,0,0.831,NA,NA,NA,NA,"skip",0,1.684,3.392
"5550","rock","milk",31,1,80,4.527,9,0.225,1,1,1,1.103,NA,NA,NA,NA,"milk",1,1.091,2.679
"5550","prison","loaf",11,1,89,5.559,27,0.675,0,0,1,1.191,NA,NA,NA,NA,"loaf",1,1.924,3.335
"5550","anger","decay",27,1,15,6.67,21,0.525,0,1,0,1.391,NA,NA,NA,NA,"skip",0,1.563,3.663
"5550","bias","sirloin",37,1,10,3.711,26,0.65,0,1,0,0.727,NA,NA,NA,NA,"skip",0,3.667,5.191
"5753","find","clown",22,1,42,2.598,27,0.675,0,0,1,0.759,NA,NA,NA,NA,"fan",0,13.151,18.468
"5753","climax","saucer",40,1,56,5.337,11,0.275,1,1,1,2.902,NA,NA,NA,NA,"fee",0,34.484,36.233
"5753","biology","temper",16,1,48,2.308,17,0.425,0,1,0,0.986,NA,NA,NA,NA,"link",0,17.167,18.947
"5753","forest","knob",13,1,58,3.563,35,0.875,1,0,0,3.411,NA,NA,NA,NA,"knob",1,7.629,9.557
"5753","bullet","walkway",29,1,65,2.192,28,0.7,1,1,1,0.796,NA,NA,NA,NA,"walkway",1,15.094,17.92
"5753","capital","figure",26,1,40,20.843,6,0.15,0,0,1,12.932,NA,NA,NA,NA,"grip",0,17.716,19.635
"5753","nerve","bumper",25,1,60,1.8,9,0.225,1,0,0,0.645,NA,NA,NA,NA,"process",0,14.275,17.211
"5753","plant","worm",8,1,60,2.486,2,0.05,1,0,0,2.802,NA,NA,NA,NA,"worm",1,2.329,4.694
"5753","collect","loyalty",27,1,57,1.964,3,0.075,1,0,0,0.783,NA,NA,NA,NA,"loyalty",1,6.132,10.406
"5753","process","joker",12,1,63,2.789,1,0.025,1,1,1,0.886,NA,NA,NA,NA,"fee",0,12.132,13.526
"5753","replace","roach",37,1,58,8.966,14,0.35,1,1,1,0.632,NA,NA,NA,NA,"shrink",0,6.992,9.707
"5753","banner","glide",10,1,54,3.17,10,0.25,0,1,0,1.267,NA,NA,NA,NA,"calf",0,5.571,8.006
"5753","calf","annoy",38,1,62,2.889,16,0.4,1,1,1,0.735,NA,NA,NA,NA,"annoy",1,3.469,5.901
"5753","shrink","mafia",36,1,54,1.419,7,0.175,0,1,0,0.798,NA,NA,NA,NA,"riot",0,7.896,14.491
"5753","pork","emperor",32,1,56,9.295,24,0.6,1,1,1,0.734,NA,NA,NA,NA,"emperor",1,4.086,7.461
"5753","caring","skirt",7,1,51,1.609,20,0.5,0,1,0,0.671,NA,NA,NA,NA,"fan",0,5.042,6.918
"5753","copy","bedroom",35,1,43,2.168,23,0.575,0,1,0,2.929,NA,NA,NA,NA,"glide",0,4.564,6.758
"5753","pea","bathtub",18,1,57,1.279,39,0.975,1,0,0,1.026,NA,NA,NA,NA,"bathtub",1,2.371,5.85
"5753","knock","otter",14,1,45,2.268,38,0.95,0,0,1,0.858,NA,NA,NA,NA,"otter",1,3.871,6.344
"5753","smother","surgery",21,1,66,2.319,4,0.1,1,0,0,0.989,NA,NA,NA,NA,"surgery",1,2.542,5.177
"5753","want","ascent",23,1,60,1.583,29,0.725,1,0,0,0.582,NA,NA,NA,NA,"zero",0,4.609,8.336
"5753","fan","feature",19,1,39,2.269,21,0.525,0,1,0,0.634,NA,NA,NA,NA,"feature",1,3.426,10.647
"5753","chicken","beet",24,1,80,3.398,5,0.125,1,1,1,1.064,NA,NA,NA,NA,"beet",1,2.618,4.732
"5753","bleach","ruin",17,1,67,2.32,33,0.825,1,1,1,0.86,NA,NA,NA,NA,"grip",0,8.146,10.265
"5753","mill","feast",15,1,42,2.231,34,0.85,0,0,1,0.861,NA,NA,NA,NA,"riot",0,66.756,68.318
"5753","link","crisis",4,1,61,2.053,8,0.2,1,0,0,1.318,NA,NA,NA,NA,"crisis",1,7.121,9.022
"5753","visit","glove",11,1,36,2.143,26,0.65,0,0,1,0.835,NA,NA,NA,NA,"place",0,3.408,5.304
"5753","rock","milk",5,1,61,1.9,32,0.8,1,0,0,0.608,NA,NA,NA,NA,"shrink",0,5.864,9.29
"5753","fee","chowder",1,1,54,2.751,13,0.325,0,0,1,0.847,NA,NA,NA,NA,"toll",0,4.04,5.494
"5753","port","cinema",34,1,54,2.344,12,0.3,0,0,1,0.594,NA,NA,NA,NA,"place",0,2.954,4.556
"5753","anger","decay",39,1,36,2.206,40,1,0,1,0,1.001,NA,NA,NA,NA,"despair",0,11.817,13.834
"5753","bias","sirloin",28,1,55,2.701,19,0.475,0,0,1,0.696,NA,NA,NA,NA,"sirloin",1,14.542,16.703
"5753","bacon","feud",31,1,67,4.119,31,0.775,1,1,1,1.761,NA,NA,NA,NA,"feud",1,2.322,6.815
"5753","glue","force",20,1,67,2.205,22,0.55,1,1,1,0.747,NA,NA,NA,NA,"force",1,8.037,9.823
"5753","prison","loaf",9,1,55,2.194,25,0.625,0,1,0,0.799,NA,NA,NA,NA,"cell",0,2.959,4.39
"5753","risk","zero",6,1,65,1.584,18,0.45,1,0,0,1.294,NA,NA,NA,NA,"zero",1,2.242,3.769
"5753","date","laugh",30,1,42,3.082,37,0.925,0,1,0,0.772,NA,NA,NA,NA,"time",0,3.563,5.177
"5753","remind","foam",33,1,35,5.02,30,0.75,0,0,1,1.089,NA,NA,NA,NA,"way",0,3.85,6.295
"5753","need","faucet",2,1,37,2.625,15,0.375,0,0,1,0.748,NA,NA,NA,NA,"mafia",0,3.649,5.532
"5753","grip","beach",3,1,39,1.546,36,0.9,0,1,0,0.874,NA,NA,NA,NA,"bleach",0,16.544,18.784
"6745","forest","knob",35,1,65,1.931,7,0.175,1,0,0,6.633,NA,NA,NA,NA,"refrain",0,2.683,5.31
"6745","need","faucet",37,1,16,2.039,17,0.425,0,1,0,1.067,NA,NA,NA,NA,"attain",0,3.313,5.841
"6745","knock","otter",15,1,78,2.377,26,0.65,1,1,1,0.97,NA,NA,NA,NA,"door",0,2.202,3.732
"6745","want","ascent",16,1,10,1.669,12,0.3,0,1,0,0.962,NA,NA,NA,NA,"facilitate",0,2.507,7.027
"6745","bullet","walkway",39,1,22,1.968,3,0.075,1,0,0,0.883,NA,NA,NA,NA,"train",0,1.633,5.117
"6745","banner","glide",40,1,69,1.829,37,0.925,0,0,1,0.985,NA,NA,NA,NA,"frame",0,3.005,4.995
"6745","plant","worm",18,1,68,1.985,35,0.875,0,0,1,1.154,NA,NA,NA,NA,"food",0,1.489,3.07
"6745","biology","temper",19,1,84,1.716,27,0.675,1,1,1,0.921,NA,NA,NA,NA,"detain",0,3.523,7.089
"6745","shrink","mafia",3,1,20,1.946,38,0.95,1,0,0,0.868,NA,NA,NA,NA,"wrap",0,1.807,3.678
"6745","nerve","bumper",31,1,13,1.732,13,0.325,0,1,0,0.883,NA,NA,NA,NA,"ending",0,1.369,3.724
"6745","mill","feast",10,1,19,3.048,10,0.25,1,0,0,1.083,NA,NA,NA,NA,"option",0,2.608,6.682
"6745","glue","force",21,1,95,3.778,6,0.15,1,0,0,0.946,NA,NA,NA,NA,"force",1,2.806,8.783
"6745","bias","sirloin",30,1,33,4.063,25,0.625,0,0,1,4.023,NA,NA,NA,NA,"latteral",0,2.814,5.447
"6745","caring","skirt",24,1,79,1.986,29,0.725,1,1,1,0.87,NA,NA,NA,NA,"sincere",0,4.771,7.805
"6745","capital","figure",7,1,77,2.139,30,0.75,1,1,1,1.054,NA,NA,NA,NA,"detain",0,11.473,15.764
"6745","collect","loyalty",36,1,16,1.715,4,0.1,0,1,0,0.87,NA,NA,NA,NA,"resource",0,2.077,4.58
"6745","bleach","ruin",13,1,100,3.655,2,0.05,1,1,1,1.113,NA,NA,NA,NA,"ruin",1,1.579,3.609
"6745","date","laugh",17,1,60,2.009,40,1,0,0,1,0.921,NA,NA,NA,NA,"arrival",0,1.643,4.218
"6745","prison","loaf",1,1,18,1.808,15,0.375,1,0,0,0.876,NA,NA,NA,NA,"reform",0,1.856,7.258
"6745","bacon","feud",2,1,79,4.013,28,0.7,1,1,1,2.983,NA,NA,NA,NA,"emperor",0,2.428,5.696
"6745","process","joker",14,1,13,1.708,19,0.475,0,1,0,0.878,NA,NA,NA,NA,"attain",0,1.747,4.032
"6745","anger","decay",25,1,10,1.792,18,0.45,0,1,0,1.069,NA,NA,NA,NA,"guilt",0,2.401,5.125
"6745","fan","feature",28,1,13,1.732,20,0.5,0,1,0,0.899,NA,NA,NA,NA,"revolve",0,1.834,4.326
"6745","climax","saucer",20,1,9,1.961,11,0.275,0,1,0,0.762,NA,NA,NA,NA,"arrival",0,2.036,4.623
"6745","grip","beach",4,1,22,1.699,32,0.8,1,0,0,0.87,NA,NA,NA,NA,"shrink",0,5.387,7.665
"6745","rock","milk",33,1,16,2.439,9,0.225,0,1,0,0.768,NA,NA,NA,NA,"waste",0,2.908,5.005
"6745","replace","roach",12,1,70,2.715,16,0.4,0,0,1,2.048,NA,NA,NA,NA,"happen",0,5.257,7.677
"6745","visit","glove",23,1,72,2.131,24,0.6,0,0,1,1.013,NA,NA,NA,NA,"now",0,3.474,6.504
"6745","find","clown",29,1,70,2.182,31,0.775,0,0,1,1.177,NA,NA,NA,NA,"locate",0,2.067,4.648
"6745","port","cinema",22,1,76,3.167,23,0.575,1,1,1,0.869,NA,NA,NA,NA,"call",0,2.576,4.233
"6745","risk","zero",11,1,15,2.193,36,0.9,0,1,0,0.9,NA,NA,NA,NA,"factor",0,1.483,3.577
"6745","remind","foam",8,1,76,1.846,22,0.55,1,1,1,1.47,NA,NA,NA,NA,"appoint",0,2.916,5.973
"6745","pea","bathtub",32,1,89,4.841,8,0.2,1,0,0,0.884,NA,NA,NA,NA,"bathtub",1,1.98,6.303
"6745","pork","emperor",27,1,83,2.285,5,0.125,1,0,0,1.354,NA,NA,NA,NA,"emperor",1,1.176,4.272
"6745","fee","chowder",6,1,18,3.885,21,0.525,1,0,0,0.99,NA,NA,NA,NA,"billing",0,2.761,4.877
"6745","smother","surgery",5,1,95,1.669,39,0.975,1,1,1,1.003,NA,NA,NA,NA,"detain",0,5.912,11.796
"6745","link","crisis",26,1,28,2.193,34,0.85,0,0,1,1.04,NA,NA,NA,NA,"combine",0,3.225,6.272
"6745","copy","bedroom",34,1,7,5.553,1,0.025,0,0,1,5.782,NA,NA,NA,NA,"locate",0,2.321,5.041
"6745","calf","annoy",9,1,35,2.17,33,0.825,0,0,1,0.958,NA,NA,NA,NA,"child",0,3.05,5.002
"6745","chicken","beet",38,1,72,2.178,14,0.35,1,1,1,1.115,NA,NA,NA,NA,"feed",0,1.881,3.356
"6913","anger","decay",38,1,73,3.038,12,0.3,0,1,0,1.101,NA,NA,NA,NA,"decay",1,15.563,26.095
"6913","prison","loaf",40,1,62,2.598,24,0.6,0,1,0,1.071,NA,NA,NA,NA,"loaf",1,9.972,16.822
"6913","climax","saucer",19,1,93,3.66,19,0.475,1,0,0,3.431,NA,NA,NA,NA,"saucer",1,13.799,31.247
"6913","need","faucet",7,1,65,2.525,27,0.675,0,1,0,0.822,NA,NA,NA,NA,"faucet",1,17.448,25.191
"6913","date","laugh",15,1,75,2.695,22,0.55,0,1,0,1.218,NA,NA,NA,NA,"laugh",1,13.891,26.999
"6913","capital","figure",10,1,90,3.262,40,1,0,0,1,1.021,NA,NA,NA,NA,"figure",1,13.177,20.119
"6913","want","ascent",24,1,95,5.207,39,0.975,1,1,1,3.477,NA,NA,NA,NA,"ascent",1,19.242,23.927
"6913","visit","glove",6,1,92,3.076,2,0.05,1,0,0,1.022,NA,NA,NA,NA,"glove",1,12.561,15.606
"6913","glue","force",26,1,95,5.743,9,0.225,1,1,1,1.256,NA,NA,NA,NA,"force",1,10.208,13.96
"6913","risk","zero",37,1,82,2.86,35,0.875,0,0,1,2.359,NA,NA,NA,NA,"zero",1,15.016,18.175
"6913","port","cinema",13,1,81,3.285,23,0.575,1,0,0,1.03,NA,NA,NA,NA,"cinema",1,10.589,20.454
"6913","fan","feature",29,1,93,10.212,28,0.7,0,0,1,0.854,NA,NA,NA,NA,"feature",1,14.96,40.295
"6913","chicken","beet",14,1,100,2.485,4,0.1,1,0,0,1.03,NA,NA,NA,NA,"beet",1,2.446,4.336
"6913","find","clown",16,1,92,3.205,31,0.775,0,0,1,1.367,NA,NA,NA,NA,"clown",1,7.968,14.735
"6913","smother","surgery",18,1,62,2.677,11,0.275,0,1,0,1.303,NA,NA,NA,NA,"surgery",1,14.699,23.172
"6913","banner","glide",30,1,81,2.74,21,0.525,1,0,0,1.181,NA,NA,NA,NA,"glide",1,13.473,18.535
"6913","fee","chowder",17,1,94,14.331,8,0.2,1,1,1,1.23,NA,NA,NA,NA,"chowder",1,6.134,18.767
"6913","collect","loyalty",25,1,91,5.575,33,0.825,0,0,1,2.069,NA,NA,NA,NA,"loyalty",1,9.221,46.222
"6913","process","joker",20,1,96,4.47,18,0.45,1,0,0,1.358,NA,NA,NA,NA,"joker",1,15.808,27.11
"6913","knock","otter",33,1,88,4.622,15,0.375,0,0,1,1.085,NA,NA,NA,NA,"otter",1,38.775,44.599
"6913","grip","beach",1,1,94,4.243,29,0.725,1,1,1,4.825,NA,NA,NA,NA,"beach",1,11.487,21.287
"6913","link","crisis",4,1,89,3.653,14,0.35,1,0,0,0.974,NA,NA,NA,NA,"crisis",1,15.583,19.927
"6913","bias","sirloin",12,1,93,3.934,1,0.025,1,1,1,4.831,NA,NA,NA,NA,"sirloin",1,48.199,60.806
"6913","plant","worm",31,1,95,4.357,32,0.8,1,1,1,1.765,NA,NA,NA,NA,"worm",1,20.006,83.982
"6913","bacon","feud",5,1,93,8.245,36,0.9,1,1,1,1.471,NA,NA,NA,NA,"feud",1,64.887,68.263
"6913","bleach","ruin",34,1,93,3.533,6,0.15,1,1,1,0.997,NA,NA,NA,NA,"ruin",1,18.637,20.918
"6913","calf","annoy",9,1,92,3.781,37,0.925,0,0,1,1.059,NA,NA,NA,NA,"annoy",1,11.19,15.202
"6913","remind","foam",32,1,95,3.741,13,0.325,1,1,1,1.63,NA,NA,NA,NA,"foam",1,13.702,22.123
"6913","forest","knob",28,1,93,3.517,30,0.75,1,1,1,1.251,NA,NA,NA,NA,"knob",1,4.856,8.487
"6913","rock","milk",27,1,76,2.71,34,0.85,0,1,0,1.187,NA,NA,NA,NA,"milk",1,6.909,9.263
"6913","pea","bathtub",36,1,92,2.948,7,0.175,0,0,1,1.189,NA,NA,NA,NA,"bathtub",1,6.064,23.795
"6913","replace","roach",11,1,66,2.574,17,0.425,0,1,0,1.007,NA,NA,NA,NA,"roach",1,33.419,44.13
"6913","nerve","bumper",21,1,81,3.941,20,0.5,1,0,0,1.013,NA,NA,NA,NA,"bumper",1,23.672,29.703
"6913","pork","emperor",3,1,60,3.579,5,0.125,0,1,0,1.519,NA,NA,NA,NA,"emperor",1,28.213,35.934
"6913","copy","bedroom",35,1,76,3.253,16,0.4,0,1,0,1.103,NA,NA,NA,NA,"bedroom",1,7.798,11.208
"6913","shrink","mafia",39,1,81,10.099,26,0.65,0,1,0,5.707,NA,NA,NA,NA,"mafia",1,283.774,292.527
"6913","biology","temper",22,1,92,3.019,3,0.075,0,0,1,1.143,NA,NA,NA,NA,"temper",1,4.359,12.975
"6913","mill","feast",2,1,92,2.709,38,0.95,0,0,1,2.829,NA,NA,NA,NA,"feast",1,3.294,10.607
"6913","caring","skirt",8,1,94,3.037,25,0.625,1,0,0,0.992,NA,NA,NA,NA,"skirt",1,27.76,45.981
